# name events 5954  kinds={'coin': 249, 'hear': 2977, 'say': 2728}

# label | 命名者(初) | 初出T+ | 聞いた人数 | 伝達回数(say) | グリッド
T+03:51:26 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:51:29 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:51:52 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+03:51:54 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+03:51:56 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+03:51:58 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+03:52:06 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+03:53:33 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:53:35 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:53:37 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:53:39 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:56:41 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:56:43 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+03:56:47 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+03:58:16 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:58:18 | say | 桜井コハル#d87 | 南西の採石場 | grid=11,3 | frm=
T+03:58:56 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:58:58 | say | 桜井コハル#d87 | 南西の採石場 | grid=11,3 | frm=
T+03:59:01 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+04:02:17 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+04:02:21 | say | 風間エマ#b5b | 南西の採石場 | grid=11,2 | frm=
T+04:02:24 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+04:02:26 | coin | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:03:46 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+04:03:49 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+04:03:53 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:06:09 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:06:13 | say | 風間エマ#b5b | 南西の採石場 | grid=12,2 | frm=
T+04:07:36 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+04:07:38 | say | 桜井コハル#d87 | 南側一帯 | grid=12,3 | frm=
T+04:08:34 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:08:38 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:09:37 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+04:09:39 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+04:09:41 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+04:09:44 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+04:12:11 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+04:13:54 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:13:56 | say | 大川タケル#e00 | 採石場 | grid=11,2 | frm=
T+04:13:59 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:14:01 | say | 大川タケル#e00 | 採石場 | grid=11,2 | frm=
T+04:14:32 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+04:14:34 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:14:36 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+04:14:39 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:15:24 | coin | 風間の子#38f | この作業エリア | grid=12,2 | frm=
T+04:15:27 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:15:29 | say | 風間の子#38f | この作業エリア | grid=12,2 | frm=
T+04:15:31 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:16:07 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+04:16:09 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+04:16:13 | coin | 東雲カイ#a50 | 西の露天掘り場 | grid=11,2 | frm=
T+04:17:19 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+04:17:21 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+04:17:26 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+04:17:51 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+04:17:54 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+04:19:52 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+04:19:54 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:19:57 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+04:19:59 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:20:31 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+04:20:33 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:20:36 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+04:20:38 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:21:27 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+04:21:29 | coin | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:21:32 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+04:22:44 | say | 榎本アキ#01c | 北東採石場 | grid=12,2 | frm=
T+04:22:46 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:22:49 | say | 榎本アキ#01c | 北東採石場 | grid=12,2 | frm=
T+04:22:51 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:23:38 | say | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+04:23:40 | say | 桜井コハル#d87 | 北東採石場 | grid=11,2 | frm=
T+04:23:43 | say | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+04:24:05 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+04:24:09 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+04:24:49 | say | 大川タケル#e00 | 採石場 | grid=11,2 | frm=
T+04:24:51 | say | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+04:24:54 | coin | 大川タケル#e00 | 東の採石場 | grid=11,2 | frm=
T+04:24:56 | say | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+04:25:36 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+04:25:38 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:25:41 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+04:25:43 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:25:56 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+04:25:58 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:26:01 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+04:26:03 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:26:05 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:26:07 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:26:10 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:26:12 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:27:07 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+04:27:09 | coin | 大川タケル#e00 | 東の採石場 | grid=11,3 | frm=
T+04:27:11 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+04:27:13 | say | 大川タケル#e00 | 東の採石場 | grid=11,3 | frm=
T+04:27:30 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+04:27:34 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+04:27:47 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:27:53 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+04:28:46 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+04:28:49 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+04:29:41 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+04:29:46 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+04:30:51 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:30:53 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:30:55 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:30:57 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:31:39 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=11,2 | frm=
T+04:31:41 | say | 小柳ハル#dea | この作業エリア | grid=12,2 | frm=
T+04:31:43 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+04:31:45 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:31:48 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:31:50 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:33:36 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:33:39 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:33:41 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:33:43 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:34:45 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:34:47 | say | 風間タケル#ab9 | 採石場 | grid=11,3 | frm=
T+04:35:09 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+04:35:11 | say | 風間タケル#ab9 | 採石場 | grid=11,3 | frm=
T+04:35:13 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+04:35:16 | say | 風間タケル#ab9 | 採石場 | grid=11,3 | frm=
T+04:36:27 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+04:36:29 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:36:31 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,2 | frm=
T+04:36:47 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:36:50 | say | 風間タケル#ab9 | この作業エリア | grid=12,2 | frm=
T+04:37:01 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+04:37:06 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+04:37:16 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:37:18 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:37:20 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:37:22 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:37:49 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+04:37:51 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:37:53 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+04:37:56 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+04:38:57 | coin | 風間タケル#ab9 | 北東 | grid=12,2 | frm=
T+04:38:59 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+04:39:56 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+04:39:58 | coin | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+04:40:00 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+04:40:02 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+04:40:42 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+04:40:44 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+04:40:46 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+04:40:48 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+04:40:48 | say | 風間タケル#ab9 | 北東 | grid=12,2 | frm=
T+04:40:50 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+04:40:55 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+04:41:22 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:41:26 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:41:31 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:41:36 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+04:41:37 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+04:42:55 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:42:57 | coin | 風間タケル#ab9 | 西側エリア | grid=11,3 | frm=
T+04:42:59 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+04:43:41 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+04:43:43 | say | 風間タケル#ab9 | 北東 | grid=12,2 | frm=
T+04:43:44 | say | 風間の子#38f | この作業エリア | grid=12,2 | frm=
T+04:44:09 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+04:45:44 | say | 風間の子#38f | この作業エリア | grid=12,2 | frm=
T+04:45:49 | say | 風間の子#38f | この作業エリア | grid=12,2 | frm=
T+04:45:51 | say | 風間エマ#b5b | 南西の採石場 | grid=12,2 | frm=
T+04:46:12 | say | 浜田イオ#796 | 南側一帯 | grid=12,2 | frm=
T+04:46:16 | say | 浜田イオ#796 | 南側一帯 | grid=12,2 | frm=
T+04:46:36 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+04:46:38 | say | 大川タケル#f91 | 北東採石場 | grid=12,2 | frm=
T+04:46:40 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+04:46:42 | say | 大川タケル#f91 | 北東採石場 | grid=12,2 | frm=
T+04:46:56 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+04:46:59 | say | 風間タケル#ab9 | 北東 | grid=12,2 | frm=
T+04:47:30 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=11,2 | frm=
T+04:47:32 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:47:35 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=11,2 | frm=
T+04:47:37 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:47:46 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:47:48 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:47:49 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+04:47:50 | coin | 林ソラ#017 | 採石場 | grid=11,4 | frm=
T+04:47:51 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+04:47:53 | say | 桜井コハル#d87 | 西側エリア | grid=11,3 | frm=
T+04:47:54 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+04:47:57 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+04:48:14 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+04:48:16 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+04:48:19 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+04:48:22 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+04:49:07 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+04:49:09 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:49:37 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,2 | frm=
T+04:49:39 | say | 谷口アル#a65 | 西の未踏地 | grid=11,2 | frm=
T+04:49:41 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:49:42 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:49:43 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:49:45 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+04:49:47 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+04:50:13 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+04:50:16 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+04:50:18 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+04:50:20 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+04:50:59 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+04:51:01 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:51:06 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+04:51:07 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:51:09 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+04:51:13 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+04:56:24 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:56:26 | say | 榎本ソラ#3f3 | 南側の石切り場 | grid=12,2 | frm=
T+04:56:31 | say | 榎本ソラ#3f3 | 南側の石切り場 | grid=12,2 | frm=
T+04:59:47 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:59:51 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+04:59:53 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+05:00:29 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+05:00:31 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+05:00:33 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+05:00:35 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+05:00:38 | say | 榎本ソラ#3f3 | 北側の未踏地 | grid=11,2 | frm=
T+05:00:40 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+05:00:42 | say | 榎本ソラ#3f3 | 北側の未踏地 | grid=11,2 | frm=
T+05:00:44 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+05:00:58 | say | 川原フウ#f33 | 東の採石場 | grid=11,3 | frm=
T+05:01:02 | say | 川原フウ#f33 | 東の採石場 | grid=11,3 | frm=
T+05:01:04 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+05:02:01 | say | 榎本ソラ#3f3 | 北側の未踏地 | grid=11,2 | frm=
T+05:02:03 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+05:02:08 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+05:04:00 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+05:04:02 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+05:04:04 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+05:04:07 | say | 風間エマ#b5b | 西の木立 | grid=11,2 | frm=
T+05:05:17 | say | 桜井コハル#d87 | 北東採石場 | grid=11,2 | frm=
T+05:05:19 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+05:06:03 | say | 風間タケル#ab9 | 西側エリア | grid=11,3 | frm=
T+05:06:06 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+05:06:08 | say | 風間タケル#ab9 | 西側エリア | grid=11,3 | frm=
T+05:06:10 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+05:06:34 | say | 榎本アキ#01c | 西側エリア | grid=12,3 | frm=
T+05:06:36 | coin | 風間の子#38f | 北東エリア | grid=12,2 | frm=
T+05:06:38 | coin | 榎本アキ#01c | 西側エリア | grid=12,2 | frm=
T+05:06:41 | say | 風間の子#38f | 北東エリア | grid=12,2 | frm=
T+05:06:56 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,2 | frm=
T+05:07:32 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+05:07:34 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+05:07:36 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+05:07:38 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+05:07:51 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+05:07:53 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+05:07:55 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+05:07:57 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+05:08:24 | say | 風間タケル#ab9 | 西側エリア | grid=11,2 | frm=
T+05:08:26 | say | 桜井コハル#d87 | 北東採石場 | grid=11,2 | frm=
T+05:08:28 | say | 風間タケル#ab9 | 西側エリア | grid=11,2 | frm=
T+05:08:39 | say | 川原フウ#f33 | 東の採石場 | grid=11,3 | frm=
T+05:08:42 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+05:08:44 | say | 川原フウ#f33 | 東の採石場 | grid=11,3 | frm=
T+05:08:46 | say | 浜田イオ#796 | 南側の採石場 | grid=11,3 | frm=
T+05:08:54 | say | 風間の子#38f | 北東エリア | grid=12,2 | frm=
T+05:08:57 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+05:08:59 | say | 風間の子#38f | 北東エリア | grid=12,2 | frm=
T+05:09:01 | coin | 谷口アル#a65 | 北東エリア | grid=12,2 | frm=
T+05:09:16 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+05:09:21 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+05:09:46 | coin | 榎本ソラ#3f3 | 西の未踏地 | grid=11,13 | frm=
T+05:09:49 | say | 林カイ#48a | 西の未踏地 | grid=11,13 | frm=
T+05:09:51 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,13 | frm=
T+05:09:54 | say | 林カイ#48a | 西の未踏地 | grid=11,13 | frm=
T+05:11:27 | say | 風間タケル#ab9 | 西側エリア | grid=11,2 | frm=
T+05:11:32 | say | 風間タケル#ab9 | 西側エリア | grid=11,2 | frm=
T+05:12:09 | say | 榎本アキ#01c | 西側エリア | grid=12,2 | frm=
T+05:12:13 | say | 榎本アキ#01c | 西側エリア | grid=12,2 | frm=
T+05:14:24 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+05:14:26 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+05:14:29 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+05:15:13 | say | 風間タケル#ab9 | 西側エリア | grid=11,3 | frm=
T+05:15:15 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
